"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Life expectancy, males","Murrayfield & Ravelston","S02001662","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,83.17,80.83,85.5,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Craigleith, Orchard Brae & Crewe Toll","S02001663","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.56,77.82,83.3,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Blackhall","S02001664","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.72,80.7,84.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Drylaw","S02001665","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.99,76.63,81.35,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","West Pilton","S02001666","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.36,70.74,75.97,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Boswall & Pilton","S02001667","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.09,73.77,78.41,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Granton South & Wardieburn","S02001668","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.12,68.99,75.25,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Granton & Royston Mains","S02001669","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.15,68.05,74.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Granton West & Salvesen","S02001670","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.59,70.39,76.79,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Muirhouse-City of Edinburgh","S02001671","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.74,69.18,74.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Silverknowes & Davidson's Mains","S02001672","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.27,82.37,86.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cramond","S02001673","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,85.66,82.23,89.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Barnton, Cammo & Cramond South","S02001674","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.09,82.49,85.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Clermiston & Drumbrae","S02001675","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.54,74.61,78.48,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","East Craigs North","S02001676","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.28,77.88,82.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","East Craigs South","S02001677","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.81,80.89,84.72,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Corstorphine North","S02001678","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,83.97,80.93,87.01,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Corstorphine","S02001679","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.47,79.6,83.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carrick Knowe","S02001680","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.39,78.63,84.14,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Corstorphine South","S02001681","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.13,75.67,80.59,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","South Gyle","S02001682","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.89,77.9,83.88,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Ratho, Ingliston & Gogar","S02001683","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.84,76.54,83.14,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dalmeny, Kirkliston & Newbridge","S02001684","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.83,79.74,83.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Queensferry East","S02001685","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.22,77.35,81.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Queensferry West","S02001686","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.79,80.63,84.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Barra & South Uist","S02001687","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.63,69.82,77.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Benbecula & North Uist","S02001688","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.76,78.43,83.1,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","South Lewis","S02001690","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.12,74.09,82.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Northwest Lewis","S02001691","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.44,74.92,79.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Broadbay","S02001692","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.87,78.29,83.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Stornoway West","S02001693","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.25,70.44,78.05,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Stornoway East","S02001694","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.65,72.33,76.97,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Point","S02001695","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.97,79.68,84.25,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunipace","S02001696","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.05,73.28,78.81,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Fankerton, Stoneywood & Denny Town","S02001697","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.83,75.63,80.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Denny-Nethermains","S02001698","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.69,74.8,80.58,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Head of Muir & Dennyloanhead","S02001699","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.6,79.13,84.07,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Banknock, Haggs & Longcroft","S02001700","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.15,72.11,78.2,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Bonnybridge","S02001701","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.47,73.04,77.91,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","High Bonnybridge & Greenhill","S02001702","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.01,76.99,81.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Larbert-North Broomage & Inches","S02001703","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.42,75.58,79.25,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Larbert-South Broomage & Village","S02001704","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.83,75.91,81.76,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Stenhousemuir West","S02001705","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.56,70.74,76.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Stenhousemuir East","S02001706","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.8,78.19,83.41,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Stenhousemuir-Antonshill","S02001707","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,83.02,80.7,85.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carron","S02001708","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.85,77.35,82.36,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carronshore","S02001709","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.73,74.88,80.59,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carse & Grangemouth Old Town","S02001710","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.66,75.37,79.94,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Bainsford & Langlees","S02001711","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,68.27,65,71.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Merchiston & New Carron Village","S02001712","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.37,75.81,80.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Grahamston","S02001713","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.28,68.61,75.96,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Middlefield","S02001714","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.43,73.47,79.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Town Centre & Callendar Park","S02001715","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.88,74.5,79.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Bantaskin","S02001716","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.44,79.14,83.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Camelon East","S02001717","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,70.01,66.72,73.3,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Camelon West","S02001718","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.24,71.36,77.12,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Tamfourhill","S02001719","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.65,70.95,78.35,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkirk-Lochgreen & Lionthorn","S02001720","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,86.5,84.3,88.69,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Hallglen & Glen Village","S02001721","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.48,74.12,80.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Shieldhill","S02001722","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.13,76.72,81.53,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Braes Villages","S02001723","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.06,75.43,80.7,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Brightons & Wallacestone","S02001725","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.55,79.39,83.71,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Maddiston & Rumford","S02001726","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.51,77.35,81.67,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Polmont","S02001727","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.29,79.15,83.44,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Redding","S02001728","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.27,74.66,79.89,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Laurieston & Westquarter","S02001729","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.14,76.76,81.52,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Grangemouth-Newlands","S02001730","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.72,72.34,77.1,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Grangemouth-Town Centre","S02001731","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.04,74.35,79.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Grangemouth-Kersiebank","S02001732","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.72,73.2,78.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Grangemouth-Bowhouse","S02001733","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.98,68.69,75.28,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Bo'ness-Douglas","S02001734","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.36,76.6,82.12,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Bo'ness-Newtown","S02001735","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.71,76.12,81.31,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Bo'ness-Kinneil","S02001736","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.86,72.12,77.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Blackness, Bo'ness-Carriden & Grahamsdyke","S02001737","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.23,75.7,80.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kincardine","S02001738","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.67,73.6,79.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Oakley Comrie & Blairhall","S02001739","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.52,73.53,79.5,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Saline & Gowkhall","S02001740","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.88,75.83,79.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Valleyfield Culross & Torryburn","S02001741","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.92,73.55,78.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cairneyhill & Crombie","S02001742","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.69,77.72,83.65,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Crossford Charlestown & Limekilns","S02001743","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,83.62,81.39,85.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Milesmark & Wellwood","S02001744","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.78,79.86,85.71,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Baldridgeburn","S02001745","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,70.75,67.25,74.25,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Headwell","S02001746","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.65,75.26,80.03,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Central","S02001747","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.86,76.93,82.79,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Brucefield","S02001748","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.94,75.4,80.47,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Garvock Hill","S02001749","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.75,77.49,84.01,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Bellyeoman & Townhill","S02001750","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.81,78.2,81.41,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Touch & Woodmill","S02001752","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,69.93,66.26,73.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Abbeyview North","S02001753","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,70.31,67.15,73.47,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Abbeyview South","S02001754","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.93,72.4,79.46,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Pitcorthie East","S02001757","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,85.07,81.98,88.15,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dunfermline Pitcorthie West","S02001758","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.71,76.99,82.44,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Rosyth North","S02001759","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.67,76.73,80.61,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Rosyth East","S02001760","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.72,72.11,79.33,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Rosyth Central","S02001761","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.06,77.8,82.33,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","North Queensferry & Inverkeithing West","S02001763","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.3,76.92,81.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Inverkeithing East","S02001764","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.15,75.73,80.56,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dalgety Bay Central","S02001766","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.15,76.8,83.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dalgety Bay East","S02001767","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,85.4,83.02,87.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Crossgates & Halbeath","S02001768","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.24,74.57,79.91,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Hill of Beath & Kingseat","S02001769","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.62,70.12,77.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cowdenbeath South","S02001770","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.94,73.18,78.69,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cowdenbeath North","S02001771","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.34,74.08,78.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kelty West","S02001772","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.95,72.38,79.51,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kelty East","S02001773","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.99,73.89,80.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Lochore & Crosshill","S02001774","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.98,68.43,75.53,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Ballingry","S02001775","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.63,71.45,77.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cardenden","S02001776","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.39,76.64,80.15,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Lochgelly East","S02001777","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.01,76.91,81.12,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Lochgelly West & Lumphinnans","S02001778","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.62,69.87,77.37,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Aberdour & Auchtertool","S02001779","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.42,73.72,81.12,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Burntisland West","S02001780","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.06,75.25,80.87,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Burntisland East","S02001781","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.46,76.35,84.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kinghorn","S02001782","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.45,75.8,81.11,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Linktown & Seafield","S02001783","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.93,69.63,76.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Central","S02001784","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.81,73.23,78.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Bennochy East","S02001785","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.82,74.03,79.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Bennochy West","S02001786","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.22,75.06,81.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Raith","S02001787","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,83.76,80.13,87.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Newliston & Redcraigs","S02001788","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.9,77.18,82.63,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Templehall West","S02001789","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.94,70.32,77.56,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Templehall East","S02001790","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.76,73.02,78.5,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Dunnikier","S02001791","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.24,80.53,83.94,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Chapel","S02001792","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.36,76.56,80.15,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Hayfield & Smeaton","S02001793","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,66.21,61.19,71.22,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Pathhead","S02001794","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.62,73.12,80.11,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kirkcaldy Gallatown & Sinclairtown","S02001795","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,68.92,65.76,72.08,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dysart","S02001796","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.93,69.91,75.96,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Wemyss","S02001797","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.31,71.09,77.52,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Thornton & Kinglassie","S02001798","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.31,73.45,79.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Leslie & Newcastle","S02001799","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.12,72.54,77.7,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes Macedonia & Tanshall","S02001800","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.9,72.03,77.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes South Parks","S02001801","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.16,75.27,81.05,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes Caskieberran & Rimbleton","S02001802","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.21,74.33,80.1,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes Auchmuty","S02001803","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.52,69.1,75.93,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes Stenton & Finglassie","S02001804","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.87,76.8,82.94,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes Pitteuchar","S02001805","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.85,75.75,79.94,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes Woodside","S02001806","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.99,70.9,77.08,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenrothes Balgeddie & Town Park","S02001807","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.94,78.09,85.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
